mol,rseq,mseq,S,rmsd_refine,E_conf,E_place,E_score1,E_refine,E_score2,$File,E_orig,Rec_index,PLIF_raw,FP:PLIF,PLIF_ligidx
O=C(O)CCC(C)C1C2(C)C(O)CC3C4(C)C(C(O)C(O)C3C2CC1)CC(O)CC4,1,59,-5.9861941,2.4641857,7.2512603,-68.9123,-8.6674509,-27.698111,-5.9861941,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[44 44 44 44 44] [1304 1308 1306 1303 1302] [96 96 96 96 96] [10 10 10 10 10] [2 2 2 2 2]],18 23,[[44 44 44 44 44] [44 44 44 44 44]]
FC(F)(F)c1nc(C=2N=C(Cc3c(F)cccc3)c3n(ccn3)C=2)[nH]n1,1,117,-5.9851813,2.9166632,165.07425,-78.85746,-10.453475,-24.341473,-5.9851813,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.3397038,1,[[26 31] [606 3174] [54 20203] [3 5] [0.5 0.7]],1 24,[26 31]
O=C(OC[C@](OCn1c2N=C(N)NC(=O)c2nc1)CO)[C@@](NC(=O)[C@@](N)C(C)C)C(C)C,1,14,-5.9833269,1.5124242,-32.592346,-66.342888,-7.9167647,-21.454559,-5.9833269,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[33 43 43 43 43 43 44 44 44 44 44 46 46 46 46 46 48 48 48 48 48 52 52 52 52 52 53 53 53 53 53] [3174 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [20203 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [5 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.7 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],24,33
O=C(O)Cc1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1,1,72,-5.981504,1.1192597,-50.860352,-70.449638,-9.8942223,-30.886106,-5.981504,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[3 3173 20202 5 5],4 11,[3 3]
Clc1ccc(C[C@@]2N(C3CCN(c4[nH]nc(N)n4)CC3)C[C@](C)OC2)cc1,1,71,-5.9792275,1.2857443,-86.625404,-68.213066,-10.265755,-30.456028,-5.9792275,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.5454912,1,[[23 46 20 27 26 22 21] [940 566 933 933 933 933 933] [72 51 72 72 72 72 72] [1 2 10 10 10 10 10] [1.9 0.5 0.6 0.6 0.6 0.6 0.6]],40 20 30 68,[46 23 23 [20 27 26 22 21]]
CN1CCN(c2ccc(C3=Cc4n(c(-c5c6ncccc6ncc5)cn4)C=C3)cc2)CC1,1,51,-5.9701133,0.97066468,135.12086,-69.229271,-9.9888458,-26.585484,-5.9701133,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.6469717,1,[[13 49 47 18 16 14] [1248 1248 1248 1248 1248 1248] [93 93 93 93 93 93] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],27,[[13 49 47 18 16 14]]
O=C(C)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C[C@]1O,1,39,-5.9629197,2.124604,75.513649,-82.858246,-8.9838228,-31.327047,-5.9629197,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.832727,1,[8 932 72 3 0.9],7,8
Clc1ccc(C[C@@]2N(C3CCN(c4[nH]nc(N)n4)CC3)C[C@](C)OC2)cc1,1,71,-5.962822,2.1352272,-87.656433,-64.413139,-9.7538719,-29.252855,-5.962822,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.2327883,1,[[] [] [] [] []],,[]
Fc1c2c3c(OC[C@]3COC3=C(n4c(C(c5c(C)nccc5)=C3)nnc4)NC2)cc1,1,75,-5.9606371,1.8321159,58.975548,-69.305138,-8.8036489,-31.263601,-5.9606371,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[19 24 23 22 20 5 6 7 9 11 13 19 24 23 22 20] [622 622 622 622 622 626 626 626 626 626 626 682 682 682 682 682] [55 55 55 55 55 55 55 55 55 55 55 58 58 58 58 58] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5 0.5 0.5 0.5]],14 29,[[19 24 23 22 20 5 6 7 9 11 13] [19 24 23 22 20]]
O=C(OC[C@](OCn1c2N=C(N)NC(=O)c2nc1)CO)[C@@](NC(=O)[C@@](N)C(C)C)C(C)C,1,14,-5.9511557,1.7289982,-31.799957,-41.180122,-7.5481105,-30.097317,-5.9511557,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[49 49] [553 3173] [51 20202] [3 5] [3.7 1.8]],31 32 4 11,[49 49 49 49]
O=C(O)c1sc(/C=C(\C)/c2c(C)cc3C(C)(C)CCC(C)(C)c3c2)cc1,1,102,-5.9502649,2.1526785,-13.900542,-65.932251,-9.5395994,-29.092281,-5.9502649,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[16 3173 20202 5 1.9],4 11,[16 16]
O=C(C)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C[C@]1O,1,39,-5.9279947,1.196869,70.941055,-57.23996,-8.2214832,-30.755728,-5.9279947,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.2869435,1,[[32 32 32 32 32] [1304 1308 1306 1303 1302] [96 96 96 96 96] [10 10 10 10 10] [0.9 0.9 0.9 0.9 0.9]],18,[[32 32 32 32 32]]
FC(F)(F)c1nc(C=2N=C(Cc3c(F)cccc3)c3n(ccn3)C=2)[nH]n1,1,117,-5.925034,2.987973,161.24594,-62.706856,-9.8567228,-24.946602,-5.925034,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.0123317,1,[[30 36 35 33 31 15 16 17 28 30 36] [682 682 682 682 682 682 682 682 682 682 682] [58 58 58 58 58 58 58 58 58 58 58] [10 10 10 10 10 10 10 10 10 10 10] [0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7]],29,[[30 36 35 33 31 15 16 17 28 30 36]]
O=C[C@](O[C@]1[C@@](O)[C@](O)[C@](O)[C@](C)O1)[C@@](O[C@@]1[C@](O)[C@@](O)[C@@](O)[C@@](CO)O1)[C@@](O)[C@](O)CO,1,8,-5.9184947,1.750764,181.11255,-46.144619,-10.399437,-29.657457,-5.9184947,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[27 39] [3174 3173] [20203 20202] [5 5] [2.4 2.8]],4 11 24 26,[39 39 27 27]
O=C(C)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C[C@]1O,1,39,-5.9049935,1.3458925,67.329575,-65.130539,-8.1914883,-31.424576,-5.9049935,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[8 606 54 3 1.1],1,8
Clc1cc2C(OC(=O)N(C)C)(Cc3c(O)c(OC)ccc3)C(=O)N(CC)c2cc1,1,42,-5.8958573,1.5404065,-2.5645638,-54.217037,-9.0125151,-23.790274,-5.8958573,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.26086521,1,[5 3174 20203 5 0.7],24,5
O=C(C)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C[C@]1O,1,39,-5.8933363,1.8125908,75.285667,-77.422775,-8.3778687,-28.595924,-5.8933363,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[12 3174 20203 5 0.9],24,12
Clc1c(Cl)ccc(C(=O)NCCc2onc(C(=O)NO)c2)c1,1,74,-5.8837996,1.7973489,71.895119,-57.321003,-8.5289717,-28.197201,-5.8837996,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.9788749,1,[[19 11 22 21 14 12] [940 757 757 757 757 757] [72 62 62 62 62 62] [1 10 10 10 10 10] [3.1 0.6 0.6 0.6 0.6 0.6]],65 20 30,[[11 22 21 14 12] 19 19]
N1(c2ccc(C3=Cn4ncc(-c5c6c(ncc5)cccc6)c4N=C3)cc2)CCNCC1,1,63,-5.8831286,2.0766726,125.98478,-72.752098,-9.8752174,-23.515984,-5.8831286,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[24 24 24 24 24 17 40 38 22 20 18] [1308 1306 1303 1302 1304 1246 1246 1246 1246 1246 1246] [96 96 96 96 96 93 93 93 93 93 93] [10 10 10 10 10 10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.8 0.8 0.8 0.8 0.8 0.8]],27 18,[[17 40 38 22 20 18] [24 24 24 24 24]]
FC(F)(F)c1cc(O[C@@](C)C2CC(=O)CC(=O)C2)cc(C(F)(F)F)c1,1,68,-5.8672047,1.5855407,13.02235,-64.278015,-8.8301544,-30.56889,-5.8672047,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.9493299,1,[[] [] [] [] []],,[]
O=C[C@](O[C@]1[C@@](O)[C@](O)[C@](O)[C@](C)O1)[C@@](O[C@@]1[C@](O)[C@@](O)[C@@](O)[C@@](CO)O1)[C@@](O)[C@](O)CO,1,8,-5.8671803,1.365108,191.8212,-91.967598,-8.7005711,-23.272211,-5.8671803,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[47 49 56] [3174 3174 606] [20203 20203 54] [5 5 3] [3.7 0.5 2.8]],1 2 24 26,[56 56 [47 49] 47]
Fc1c2C(=O)NCc3sc(-c4ncnc5c(C)c(sc45)-c4cnc(OC)c(NS(=O)(=O)c(c2)cc1)c4)cc3,1,88,-5.8671303,1.52843,29.827183,-55.133099,-10.264938,-25.629313,-5.8671303,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[43 43 43 43 43 56 56 56 56 56 48 48 48 48 48 47 47 47 47 47 45 45 45 45 45 44 44 44 44 44] [1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
O=C[C@](O[C@]1[C@@](O)[C@](O)[C@](O)[C@](C)O1)[C@@](O[C@@]1[C@](O)[C@@](O)[C@@](O)[C@@](CO)O1)[C@@](O)[C@](O)CO,1,8,-5.8595462,0.97021532,189.67184,-74.374382,-8.5853081,-30.907,-5.8595462,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[31 35 35 35 35 35 35] [932 849 852 856 858 854 850] [72 67 67 67 67 67 67] [3 10 10 10 10 10 10] [1.8 0.5 0.5 0.5 0.5 0.5 0.5]],19 7 25,[[35 35 35 35 35 35] 31 31]
O=C(O)c1sc(/C=C(\C)/c2c(C)cc3C(C)(C)CCC(C)(C)c3c2)cc1,1,102,-5.8561292,2.192461,-16.572969,-59.256042,-9.7007198,-27.979588,-5.8561292,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8497014,1,[[] [] [] [] []],,[]
Clc1cc2C(OC(=O)N(C)C)(Cc3c(O)c(OC)ccc3)C(=O)N(CC)c2cc1,1,42,-5.8529215,1.2568403,-7.453763,-52.676079,-8.4937563,-27.224356,-5.8529215,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.26081097,1,[[] [] [] [] []],,[]
O=C(N)N1CCN(C(=O)/C=C/C=2C(C)(C)CCCC=2C)CC1,1,21,-5.851707,1.4191356,-90.281319,-55.189228,-9.0702925,-27.009275,-5.851707,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.4078062,1,[22 1245 93 3 0.8],9,22
Fc1c2C(=O)NCc3sc(-c4ncnc5c(C)c(sc45)-c4cnc(OC)c(NS(=O)(=O)c(c2)cc1)c4)cc3,1,88,-5.8513794,1.3179263,24.819534,-63.767441,-9.2312059,-31.21739,-5.8513794,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[6 13 11 10 8 7] [682 682 682 682 682 682] [58 58 58 58 58 58] [10 10 10 10 10 10] [0.6 0.6 0.6 0.6 0.6 0.6]],29,[[6 13 11 10 8 7]]
CN1CCN(c2ccc(C3=Cc4n(c(-c5c6ncccc6ncc5)cn4)C=C3)cc2)CC1,1,51,-5.8483033,2.1146209,133.93896,-68.090729,-10.143349,-23.980486,-5.8483033,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.6469717,1,[[19 45 44 24 22 20 24 44 43 41 25 26 26 26 26 26 40 40 40 40 40 32 32 32 32 32 31 31 31 31 31 29 29 29 29 29 27 27 27 27 27] [1246 1246 1246 1246 1246 1246 1246 1246 1246 1246 1246 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303 1302 1304 1308 1306 1303] [93 93 93 93 93 93 93 93 93 93 93 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],27,[[19 45 44 24 22 20 24 44 43 41 25]]
N1(c2ccc(C3=Cn4ncc(-c5c6c(ncc5)cccc6)c4N=C3)cc2)CCNCC1,1,63,-5.8342705,1.9277138,124.93113,-96.939384,-11.188431,-29.541815,-5.8342705,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[30 9 45 13 12 10] [940 682 682 682 682 682] [72 58 58 58 58 58] [1 10 10 10 10 10] [0.7 0.5 0.5 0.5 0.5 0.5]],29 20,[[9 45 13 12 10] 30]
FC(F)(F)c1nc(C=2N=C(Cc3c(F)cccc3)c3n(ccn3)C=2)[nH]n1,1,117,-5.8335109,1.2084444,163.70021,-84.359512,-10.757598,-21.119682,-5.8335109,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[2 2 2 2 2 11 11 11 11 11 9 9 9 9 9 7 7 7 7 7 5 5 5 5 5 3 3 3 3 3] [1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303 1306 1308 1304 1302 1303] [96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
O=C(O)c1sc(/C=C(\C)/c2c(C)cc3C(C)(C)CCC(C)(C)c3c2)cc1,1,102,-5.8314009,1.3358102,-16.400051,-51.933598,-9.2420712,-26.88941,-5.8314009,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=C(O)c1sc(/C=C(\C)/c2c(C)cc3C(C)(C)CCC(C)(C)c3c2)cc1,1,102,-5.8274403,0.73330438,-18.169764,-54.496628,-9.7475901,-27.600561,-5.8274403,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.8497014,1,[[] [] [] [] []],,[]
O=C(O)CCC(C)C1C2(C)C(O)CC3C4(C)C(C(O)C(O)C3C2CC1)CC(O)CC4,1,59,-5.8261642,2.3123775,29.410357,-60.05262,-8.8218699,-25.852211,-5.8261642,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=[N+]([O-])c1ccc(O[C@]2[C@](NC(=O)C)[C@@](O)[C@](O)[C@@](CO)O2)cc1,1,107,-5.8208141,2.9511271,49.650478,-52.540073,-8.4828863,-25.926409,-5.8208141,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[30 37 30 30 30 30 30] [3173 3173 1302 1304 1308 1306 1303] [20202 20202 96 96 96 96 96] [5 5 10 10 10 10 10] [0.5 0.6 0.8 0.8 0.8 0.8 0.8]],18 4,[[30 30 30 30 30] [30 37]]
O=C(O)[C@@](NC(=O)c1sc(CCCc2[nH]c3N=C(N)NC(=O)c3c2)cc1)CCC(=O)O,1,46,-5.8131084,3.1166575,-154.42633,-66.109116,-7.8242474,-28.756798,-5.8131084,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=C(OC[C@](OCn1c2N=C(N)NC(=O)c2nc1)CO)[C@@](NC(=O)[C@@](N)C(C)C)C(C)C,1,14,-5.8058772,1.0450535,-36.486877,-48.029037,-7.5569868,-26.681242,-5.8058772,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O/N=C\1/[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C[C@](O)(C#C)CC4)CC3)CC2)CC/1,1,98,-5.8051882,1.5501429,36.799683,-54.454887,-7.940876,-27.884941,-5.8051882,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[43 43 43 43 43 43] [849 852 856 858 854 850] [67 67 67 67 67 67] [10 10 10 10 10 10] [1.3 1.3 1.3 1.3 1.3 1.3]],19 67,[[43 43 43 43 43 43] [43 43 43 43 43 43]]
FC(F)(F)c1ccc(CCNc2cc(C(=O)O)c(O)cc2)cc1,1,124,-5.8029342,1.969566,-7.3365197,-85.379753,-10.10218,-28.996868,-5.8029342,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,2.0781286,1,[[17 17 17 17 17 17 29 29 29 29 29 29 27 27 27 27 27 27 22 22 22 22 22 22 20 20 20 20 20 20 18 18 18 18 18 18] [849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850 849 852 856 858 854 850] [67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67 67] [10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10] [1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005 1e-005]],,[]
O=[N+]([O-])c1ccc(O[C@]2[C@](NC(=O)C)[C@@](O)[C@](O)[C@@](CO)O2)cc1,1,107,-5.7853694,1.8336859,47.924488,-67.808929,-8.12673,-27.914228,-5.7853694,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
N1(c2ccc(C3=Cn4ncc(-c5c6c(ncc5)cccc6)c4N=C3)cc2)CCNCC1,1,63,-5.784153,1.6492323,123.82133,-90.395317,-10.518276,-27.978579,-5.784153,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[7 51 50 48 46 8 9 45 13 12 10] [607 607 607 607 607 607 682 682 682 682 682] [54 54 54 54 54 54 58 58 58 58 58] [10 10 10 10 10 10 10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5 0.5 0.6 0.6 0.6 0.6 0.6]],3 29,[[7 51 50 48 46 8] [9 45 13 12 10]]
FC(F)(F)c1cc(O[C@@](C)C2CC(=O)CC(=O)C2)cc(C(F)(F)F)c1,1,68,-5.7793574,2.151844,15.252398,-46.497456,-8.7739897,-29.596024,-5.7793574,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.9819541,1,[[] [] [] [] []],,[]
O=C[C@](O[C@]1[C@@](O)[C@](O)[C@](O)[C@](C)O1)[C@@](O[C@@]1[C@](O)[C@@](O)[C@@](O)[C@@](CO)O1)[C@@](O)[C@](O)CO,1,8,-5.7737536,1.1419576,190.44789,-74.402748,-9.2754211,-30.138802,-5.7737536,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[27 35 64] [606 1245 3173] [54 93 20202] [3 3 5] [0.5 0.6 0.7]],1 9 4,[27 35 64]
O=C(N(O)CC1=C(C)C=C2C(=O)[C@@](O)(C)C3(C(C)=C12)CC3)N,1,101,-5.7698388,2.1333199,155.88423,-55.441097,-8.579011,-26.341373,-5.7698388,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.0521027,1,[[28 28 28 28 28] [1306 1308 1304 1302 1303] [96 96 96 96 96] [10 10 10 10 10] [0.5 0.5 0.5 0.5 0.5]],18,[[28 28 28 28 28]]
O=C1C(NCCC(C)C)=CC(=O)c2c1cccc2,1,86,-5.7569213,1.5450535,32.955715,-56.508701,-8.2337189,-25.852303,-5.7569213,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=C1C(NCCC(C)C)=CC(=O)c2c1cccc2,1,86,-5.7532578,1.0643694,35.148495,-59.251057,-8.6585932,-26.285738,-5.7532578,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=C(O)[C@@](NC(=O)c1sc(CCCc2[nH]c3N=C(N)NC(=O)c3c2)cc1)CCC(=O)O,1,46,-5.7505116,2.9100616,-159.42525,-69.037384,-8.0519381,-29.4007,-5.7505116,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[39 3173 20202 5 4.2],4 11,[39 39]
Clc1c(Cl)ccc(C(=O)NCCc2onc(C(=O)NO)c2)c1,1,74,-5.7451701,1.1918372,67.13868,-70.614677,-8.6853151,-27.267443,-5.7451701,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.80306923,1,[[17 19 11 22 21 14 12] [756 940 757 757 757 757 757] [62 72 62 62 62 62 62] [1 1 10 10 10 10 10] [0.6 1.5 0.6 0.6 0.6 0.6 0.6]],8 65 20 30,[17 [11 22 21 14 12] 19 19]
O=C1C(NCCC(C)C)=CC(=O)c2c1cccc2,1,86,-5.7313209,1.0675886,33.9501,-69.833672,-8.2699232,-26.897709,-5.7313209,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.50048828,1,[[] [] [] [] []],,[]
S(C(=O)CCC(=O)OC)CCNC(=O)C,1,122,-5.7257104,1.5755399,-75.908882,-60.031227,-7.4902472,-28.778585,-5.7257104,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,1.5,1,[[] [] [] [] []],,[]
O=[N+]([O-])c1ccc(O[C@]2[C@](NC(=O)C)[C@@](O)[C@](O)[C@@](CO)O2)cc1,1,107,-5.7203112,3.7993624,48.108707,-43.39986,-8.3299103,-27.006796,-5.7203112,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[37 22] [686 566] [58 51] [3 2] [0.9 1.6]],40 50 6,[22 22 37]
CN1CCN(c2ccc(C3=Cc4n(c(-c5c6ncccc6ncc5)cn4)C=C3)cc2)CC1,1,51,-5.7144432,1.6188757,133.21472,-82.153969,-9.8601055,-27.167244,-5.7144432,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,3.7153311,1,[[32 40 39 37 35 33 26 40 32 31 29 27] [607 607 607 607 607 607 612 612 612 612 612 612] [54 54 54 54 54 54 54 54 54 54 54 54] [10 10 10 10 10 10 10 10 10 10 10 10] [0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9]],3,[[32 40 39 37 35 33 26 40 32 31 29 27]]
Fc1c2C(=O)NCc3sc(-c4ncnc5c(C)c(sc45)-c4cnc(OC)c(NS(=O)(=O)c(c2)cc1)c4)cc3,1,88,-5.7118921,2.7282455,25.905697,-60.263863,-9.7862196,-29.451109,-5.7118921,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[] [] [] [] []],,[]
O=C(O)Cc1ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc1,1,72,-5.7097826,1.2629766,-49.919296,-70.758118,-9.2593117,-29.461641,-5.7097826,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0.0008263588,1,[[3 19 19 19 19 19 8 33 31 13 11 9] [940 1308 1306 1303 1302 1304 757 757 757 757 757 757] [72 96 96 96 96 96 62 62 62 62 62 62] [1 10 10 10 10 10 10 10 10 10 10 10] [2.7 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5]],65 20 30 18,[[8 33 31 13 11 9] 3 3 [19 19 19 19 19]]
Fc1c2C(=O)NCc3sc(-c4ncnc5c(C)c(sc45)-c4cnc(OC)c(NS(=O)(=O)c(c2)cc1)c4)cc3,1,88,-5.6956177,4.5217643,26.664309,-34.176716,-9.6074667,-29.859655,-5.6956177,$HOME/My Research/MDM2/sdf for docking/smiles_data25.sdf,0,1,[[14 20 19 27 26 24 22 20] [3173 3173 612 612 612 612 612 612] [20202 20202 54 54 54 54 54 54] [5 5 10 10 10 10 10 10] [3 0.9 0.5 0.5 0.5 0.5 0.5 0.5]],3 4 11,[[19 27 26 24 22 20] [14 20] 14]
